move_name,filename,move_duration_frames,package,category,is_neutral,is_mirror,move_soma_uniform_path,move_soma_uniform_shape_path,move_soma_proportional_path,move_soma_proportional_shape_path,move_g1_path,take_name,take_actor,take_org_name,take_date,take_day_part,content_name,content_natural_desc_1,content_natural_desc_2,content_natural_desc_3,content_natural_desc_4,content_technical_description,content_short_description,content_short_description_2,content_all_rigplay_styles,content_uniform_style,content_type_of_movement,content_body_position,content_horizontal_move,content_vertical_move,content_props,content_complex_action,content_repeated_action,actor_uid,actor_height,actor_height_cm,actor_foot_cm,actor_collarbone_height_cm,actor_collarbone_span_cm,actor_elbow_span_cm,actor_wrist_span_cm,actor_shoulder_span_cm,actor_hips_height_cm,actor_hips_bones_span_cm,actor_knee_height_cm,actor_ankle_height_cm,actor_weight_kg,actor_age_yr,actor_gender,actor_profession
turn_jog_000_L_002__A028,turn_start_jog_0000_002__A028,963,Locomotion,Basic Locomotion Neutral,1.0,False,soma_uniform/bvh/220714/turn_start_jog_0000_002__A028.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/220714/turn_start_jog_0000_002__A028.bvh,soma_shapes/soma_proportion_fit_mhr_params/A028.npz,g1/csv/220714/turn_start_jog_0000_002__A028.csv,turn_jog_000_L_002,A028,turn_start_jog_0000_002,220714,_1,turn_jog_000_L,person turns 180 degrees over their left shoulder and begins to jog,turn 180 degrees to the left and commence jogging,person turns 180 degree to their left before jogging,A person standing upright turns around over their left shoulder and starts to jog before standing back up straight again.,turn backward 180 degrees over left shoulder and jog,turn back left and jog,turn jog 000,neutral,neutral,"jogging, turning",standing,0,0,0,0,0,A028,M,176,27,151,36,99,144,180,99,32,51,9,76,40,F,general
idle_to_idle_right_R_004__A048,idle_to_idle_right_004__A048,910,Locomotion,Basic Locomotion Neutral,1.0,False,soma_uniform/bvh/221010/idle_to_idle_right_004__A048.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/221010/idle_to_idle_right_004__A048.bvh,soma_shapes/soma_proportion_fit_mhr_params/A048.npz,g1/csv/221010/idle_to_idle_right_004__A048.csv,idle_to_idle_right_R_004,A048,idle_to_idle_right_004,221010,_2,idle_to_idle_right_R,"move from an open stance to a stance with the right foot slightly forward, without moving from the spot","person stands, shifting right foot slightly forward from an open position",transition from an open stance to standing position with the right foot slightly forward,A person standing in a neutral position takes a step forward with their right foot before stepping backward after a moment.,"from open position to right foot slightly forward, standing in one place",from neutral position to neutral position with right leg forward,idle to idle right,neutral,neutral,transition,standing,1,1,0,0,0,A048,M,166,27,136,39,90,130,171,95,27,48,9,63,35,M,general
idle_right_to_idle_R_002__A028,change_idle_right_to_idle_002__A028,890,Locomotion,Basic Locomotion Neutral,1.0,False,soma_uniform/bvh/220714/change_idle_right_to_idle_002__A028.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/220714/change_idle_right_to_idle_002__A028.bvh,soma_shapes/soma_proportion_fit_mhr_params/A028.npz,g1/csv/220714/change_idle_right_to_idle_002__A028.csv,idle_right_to_idle_R_002,A028,change_idle_right_to_idle_002,220714,_1,idle_right_to_idle_R,a stance shift from right foot forward to an open neutral position while staying in one place,"on the spot, person shifts from a position where their right foot is slightly forward to a neutral stance","person is standing still, shifts their right foot slightly forward then returns to an open stance","A person stands still after stepping back with their right leg, initially positioned forward.","from right foot slightly forward to open position, standing in one place",from neutral position with right leg forward to neutral position,idle right to idle,neutral,neutral,transition,standing,1,1,0,0,0,A028,M,176,27,151,36,99,144,180,99,32,51,9,76,40,F,general
walk_ff_stop_270_R_normal_pace_001__A445,walk_ff_stop_270_R_normal_pace_001__A445,839,Locomotion,Basic Locomotion Neutral,1.0,False,soma_uniform/bvh/230905/walk_ff_stop_270_R_normal_pace_001__A445.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230905/walk_ff_stop_270_R_normal_pace_001__A445.bvh,soma_shapes/soma_proportion_fit_mhr_params/A445.npz,g1/csv/230905/walk_ff_stop_270_R_normal_pace_001__A445.csv,walk_ff_stop_270_R_normal_pace_001,A445,walk_ff_stop_270_R_normal_pace_001,230905,_2,walk_ff_stop_270_R_normal_pace,stop walking sideways right at a normal pace,"coming to a stop, person finishes walking sideways to the right at a normal pace, ending the sideward path","character slows down and stops after completing the walk to the right at a regular speed, finishing the lateral path",A person is walking in a crossover pattern sideways to their right.,stop to walk right while facing forward with normal pace,stop normal pace walk right,walk ff stop 270 normal pace,neutral,neutral,walking,standing,1,0,0,0,0,A445,M,184,30,150,33,100,149,187,99,28,57,10,74,27,M,actor
turn_jog_270_R_002__A071,turn_jog_270_002__A071,507,Locomotion,Basic Locomotion Neutral,1.0,False,soma_uniform/bvh/221118/turn_jog_270_002__A071.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/221118/turn_jog_270_002__A071.bvh,soma_shapes/soma_proportion_fit_mhr_params/A071.npz,g1/csv/221118/turn_jog_270_002__A071.csv,turn_jog_270_R_002,A071,turn_jog_270_002,221118,_1,turn_jog_270_R,character turns 90 degrees right and proceeds to jog forward,"character initiates a jog to the right, turning 90 degrees and moving forward",person turns right and starts to jog,A person standing straight facing forward is turning to the right and jogging forward at a moderate pace.,"start right foot, end left foot, turn right 90 degrees over right shoulder, move forward, jog",turn jog right,turn jog 270,neutral,neutral,"jogging, turning",standing,0,0,0,0,0,A071,M,159,25,131,30,89,122,156,88,33,45,8,84,46,F,general
jog_arc_ccw_loop_002__A030,arc_jog_left_loop_002__A030,861,Locomotion,Basic Locomotion Neutral,1.0,False,soma_uniform/bvh/220720/arc_jog_left_loop_002__A030.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/220720/arc_jog_left_loop_002__A030.bvh,soma_shapes/soma_proportion_fit_mhr_params/A030.npz,g1/csv/220720/arc_jog_left_loop_002__A030.csv,jog_arc_ccw_loop_002,A030,arc_jog_left_loop_002,220720,_1,jog_arc_ccw_loop,"someone keeps jogging in a loop, counterclockwise",performing a continuous jogging motion in a counterclockwise direction,"character jogs in a loop, moving in a counterclockwise direction",A person is jogging in an arc in a counterclockwise direction.,"jogging in a circle, counterclockwise, loop",jogging counterclockwise in an arc,jog arc ccw loop,neutral,neutral,jogging,standing,1,1,0,0,0,A030,M,176,27,141,35,97,133,168,95,27,48,8,56,40,F,general
sitting_legs_crossed_arms_front_start_R_003__A245,sitting_legs_cross_arms_front_start_003__A245,587,Locomotion,Basic Locomotion Neutral,1.0,False,soma_uniform/bvh/230306/sitting_legs_cross_arms_front_start_003__A245.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230306/sitting_legs_cross_arms_front_start_003__A245.bvh,soma_shapes/soma_proportion_fit_mhr_params/A245.npz,g1/csv/230306/sitting_legs_cross_arms_front_start_003__A245.csv,sitting_legs_crossed_arms_front_start_R_003,A245,sitting_legs_cross_arms_front_start_003,230306,_2,sitting_legs_crossed_arms_front_start_R,"person starts to sit on the floor, crossing their legs and clasping their arms on their front right knee","person starts to sit down, legs crossed, hands clasped on the right knee",person transitions from standing to sitting on the floor with legs crossed and arms in front,A person standing then lowers themselves into a cross-legged seated position on the ground.,"from standing position to sitting on the floor with bent legs, hands in front clasped on right knee, left leg tucked under right leg",start of sitting with legs crossed and arms on front,sitting legs crossed arms front start,neutral,neutral,sitting,sitting on floor,0,0,0,0,0,A245,M,177,30,147,33,97,141,178,101,28,55,10,74,24,M,actor
idle_loop_003__A176,idle_loop_003__A176,1860,Locomotion,Basic Locomotion Neutral,1.0,False,soma_uniform/bvh/230209/idle_loop_003__A176.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230209/idle_loop_003__A176.bvh,soma_shapes/soma_proportion_fit_mhr_params/A176.npz,g1/csv/230209/idle_loop_003__A176.csv,idle_loop_003,A176,idle_loop_003,230209,_1,idle_loop,"someone stands in a basic, neutral position",person stands in a neutral position,person stands in place in a neutral position,A person is standing idle while facing slightly left diagonal direction.,"feet almost parallel in open position, standing in one place",neutral position,idle loop,neutral,neutral,exercising,standing,1,1,0,0,0,A176,T,177,27,149,30,97,139,178,106,27,58,10,68,25,F,actor
sitting_legs_bend_arms_front_start_R_001__A164,sitting_legs_bend_arms_front_start_001__A164,605,Locomotion,Basic Locomotion Neutral,1.0,False,soma_uniform/bvh/230201/sitting_legs_bend_arms_front_start_001__A164.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230201/sitting_legs_bend_arms_front_start_001__A164.bvh,soma_shapes/soma_proportion_fit_mhr_params/A164.npz,g1/csv/230201/sitting_legs_bend_arms_front_start_001__A164.csv,sitting_legs_bend_arms_front_start_R_001,A164,sitting_legs_bend_arms_front_start_001,230201,_2,sitting_legs_bend_arms_front_start_R,start sitting on the floor symmetrically with bent legs and arms on knees,sit down on the floor with legs bent and arms resting in front,"transition from standing position to a seated position with bent legs, arms resting on knees","A person initially stands, then sits on the ground with their legs bent. The arms are crossed and placed on the knees.","from standing position to sitting on the floor with bent legs, hands clasped in front resting on knees, legs bent in front symmetrically",start of sitting with legs bent and arms on front,sitting legs bend arms front start,neutral,neutral,sitting,sitting on floor,0,0,0,0,0,A164,M,171,27,141,32,93,134,170,99,27,50,9,68,25,M,actor
idle_to_idle_left_L_003__A024,change_idle_to_idle_left_003__A024,870,Locomotion,Basic Locomotion Neutral,1.0,False,soma_uniform/bvh/220713/change_idle_to_idle_left_003__A024.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/220713/change_idle_to_idle_left_003__A024.bvh,soma_shapes/soma_proportion_fit_mhr_params/A024.npz,g1/csv/220713/change_idle_to_idle_left_003__A024.csv,idle_to_idle_left_L_003,A024,change_idle_to_idle_left_003,220713,_1,idle_to_idle_left_L,changing balance from standing straight to leaning to the right,person transitions from keeping their wight on both feet to keeping their weight on the right foot,person shifts from a neutral pose to acontrapposto with left leg forward,"A person standing straight moves their left leg forward and maintains the posture before retracting it and returning to a straight position, repeating the process with brief pauses.",from neutral pose to position with left leg forward,from neutral position to neutral position with left leg forward,idle to idle left,neutral,neutral,transition,standing,1,1,0,0,0,A024,M,162,25,135,34,89,127,159,90,25,43,9,58,30,F,general
idle_hands_on_back_loop_R_003__A094,idle_hands_on_back_loop_003__A094,1641,Locomotion,Basic Locomotion Neutral,1.0,False,soma_uniform/bvh/230102/idle_hands_on_back_loop_003__A094.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230102/idle_hands_on_back_loop_003__A094.bvh,soma_shapes/soma_proportion_fit_mhr_params/A094.npz,g1/csv/230102/idle_hands_on_back_loop_003__A094.csv,idle_hands_on_back_loop_R_003,A094,idle_hands_on_back_loop_003,230102,_1,idle_hands_on_back_loop_R,"someone is standing with their hands placed behind their back, right hand closer to the body",character stands with their hands clasped behind their back,someone stands upright with their hands held behind their back,A person is standing still with their hands clasped behind their back.,"hands behind back, right hand closer to body",standing with hands on back position,idle hands on back loop,neutral,neutral,standing idle,standing,1,1,0,0,0,A094,M,168,27,140,30,95,138,171,90,26,52,8,57,25,F,actor
sitting_legs_crossed_arms_front_start_R_003__A031,sitting_legs_cross_arms_front_start_003__A031,974,Locomotion,Basic Locomotion Neutral,1.0,False,soma_uniform/bvh/220720/sitting_legs_cross_arms_front_start_003__A031.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/220720/sitting_legs_cross_arms_front_start_003__A031.bvh,soma_shapes/soma_proportion_fit_mhr_params/A031.npz,g1/csv/220720/sitting_legs_cross_arms_front_start_003__A031.csv,sitting_legs_crossed_arms_front_start_R_003,A031,sitting_legs_cross_arms_front_start_003,220720,_1,sitting_legs_crossed_arms_front_start_R,"person starts to sit on the floor, crossing their legs and clasping their arms on their front right knee","person starts to sit down, legs crossed, hands clasped on the right knee",person transitions from standing to sitting on the floor with legs crossed and arms in front,A person standing upright sits down with the left leg crossed over the right and places both hands on the left knee.,"from standing position to sitting on the floor with bent legs, hands in front clasped on right knee, left leg tucked under right leg",start of sitting with legs crossed and arms on front,sitting legs crossed arms front start,neutral,neutral,sitting,sitting on floor,0,0,0,0,0,A031,T,192,30,157,37,101,149,189,105,28,56,10,85,22,M,general
walk_ff_loop_180_002__A034,walk_forward_loop_002__A034,1260,Locomotion,Basic Locomotion Neutral,1.0,False,soma_uniform/bvh/220721/walk_forward_loop_002__A034.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/220721/walk_forward_loop_002__A034.bvh,soma_shapes/soma_proportion_fit_mhr_params/A034.npz,g1/csv/220721/walk_forward_loop_002__A034.csv,walk_ff_loop_180_002,A034,walk_forward_loop_002,220721,_1,walk_ff_loop_180,person walks forward leading with their left foot,character walks forward keeping their face upfront always,"walk forward, lead from left foot",A person stands upright and then quickly starts walking forward with normal strides at a very fast pace.,"always face forward, initiate with the left foot, and walk forward",walking ahead with a neutral disposition,walk ff loop 180,neutral,neutral,walking,standing,1,0,0,0,0,A034,T,183,26,155,37,99,148,182,108,31,54,9,96,27,F,general
turn_walk_270_R_002__A051,turn_walk_270_002__A051,628,Locomotion,Basic Locomotion Neutral,1.0,False,soma_uniform/bvh/221011/turn_walk_270_002__A051.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/221011/turn_walk_270_002__A051.bvh,soma_shapes/soma_proportion_fit_mhr_params/A051.npz,g1/csv/221011/turn_walk_270_002__A051.csv,turn_walk_270_R_002,A051,turn_walk_270_002,221011,_1,turn_walk_270_R,someone walks forward after making a 90-degree turn to their right,"person walks forward, turning right",someone turns 90 degrees to the right over their shoulder and begins to walk forward,A person turns to their right and walks forward.,"turn right 90 degrees over right shoulder, move forward, walk forward",turn walk right,turn walk 270,neutral,neutral,"walking, turning",standing,1,0,0,0,0,A051,T,189,28,157,41,102,149,188,107,25,57,10,62,19,M,general
walk_ff_stop_045_L_005__A034,walk_sideway_045_stop_005__A034,569,Locomotion,Basic Locomotion Neutral,1.0,False,soma_uniform/bvh/220721/walk_sideway_045_stop_005__A034.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/220721/walk_sideway_045_stop_005__A034.bvh,soma_shapes/soma_proportion_fit_mhr_params/A034.npz,g1/csv/220721/walk_sideway_045_stop_005__A034.csv,walk_ff_stop_045_L_005,A034,walk_sideway_045_stop_005,220721,_1,walk_ff_stop_045_L,person walks diagonally left backward before coming to stop,walk backwards diagonally to the left and then stop,"someone walks backward to the left, then stops",A person walks to the left back diagonal at a slow pace in a crisscross pattern and comes to a stop.,"face forward all the time, left foot first, from walk backward diagonal left to position standing",walking back left diagonal then stop,walk ff stop 045,neutral,neutral,walking,standing,1,0,0,0,0,A034,T,183,26,155,37,99,148,182,108,31,54,9,96,27,F,general
jog_arc_cw_stop_R_001__A265,jog_arc_cw_stop_R_001__A265,788,Locomotion,Basic Locomotion Neutral,1.0,False,soma_uniform/bvh/230313/jog_arc_cw_stop_R_001__A265.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230313/jog_arc_cw_stop_R_001__A265.bvh,soma_shapes/soma_proportion_fit_mhr_params/A265.npz,g1/csv/230313/jog_arc_cw_stop_R_001__A265.csv,jog_arc_cw_stop_R_001,A265,jog_arc_cw_stop_R_001,230313,_1,jog_arc_cw_stop_R,"someone stops jogging in a clockwise, arc-like motion",stop and jog clockwise forming a circular path,person finishes jogging in a clockwise arc,A person jogging steadily in an arc from their right shoulder stops and stands in an upright posture.,"end left foot, move forward in a circle, clockwise, jog ",stop jogging clockwise in an arc,jog arc cw stop,neutral,neutral,jogging,standing,1,1,0,0,0,A265,M,169,25,140,35,93,133,170,98,36,52,10,92,26,F,actor
